chrom	geneName	strand	location	assigned_tissue_type	Hvalue	AdjustedHvalue
chr20	RAB22A	+	56906535	Bcell	0.5848	1.1544
chr20	RAB22A	+	56906669	Bcell	0.6235	1.2147
chr20	RAB22A	+	56909973	Bcell	0.5919	1.0199
chr20	RAE1	+	55954247	Brain+Ovary+Breast	1.3208	1.4805
chr20	RALGAPB	+	37196885	Bcell+Ovary	1.6701	2.0814
chr20	RBM39	-	34322733	Muscle+Testis	1.6082	2.1682
chr20	SLC9A8	+	48462832	Bcell	1.6201	2.0990
chr20	SNX5	-	17947585	Bcell	0.4915	1.0540
chr20	SPTLC3	+	13147994	Brain	1.3404	1.6414
chr20	STK35	+	2122242	Bcell+Muscle	1.2070	1.4148
chr20	STK35	+	2124715	Testis+Ovary+Muscle	1.2078	1.3820
chr20	STK4	+	43627286	Muscle+Bcell	1.5109	1.6701
chr20	TMX4	-	7999452	Bcell	1.6918	1.9190
chr20	TP53INP2	+	33298537	Testis	0.3676	0.7465
chr20	XRN2	+	21370083	Testis+Bcell+hES	1.4127	1.8221
chr20	ZFP64	-	50700557	Testis	1.6793	2.0975
chr20	ZHX3	-	39819939	Bcell	1.1479	1.4298
chr20	ZNF217	-	52185672	Testis	0.5728	0.8464
chr21	ABCG1	+	43654177	hES	1.0252	1.1216
chr21	AGPAT3	+	45390910	Testis+Bcell	1.4349	1.7433
chr21	BACH1	+	30715173	Testis	0.5064	0.7205
chr21	GART	-	34898860	Bcell	1.3532	1.9841
chr21	HLCS	-	38168230	Bcell+Muscle	1.5491	1.6462
chr21	IFNAR1	+	34721366	Bcell+hES+Testis	1.6420	1.7808
chr21	IFNAR1	+	34728330	Muscle+Testis+Breast	1.6988	2.0931
chr21	IFNGR2	+	34791116	Bcell+Muscle	1.0515	1.3939
chr21	JAM2	+	27045542	hES+Muscle+Bcell	1.1397	1.1783
chr21	LTN1	-	30336851	Testis	0.2928	0.7408
chr21	MORC3	+	37747624	Testis	0.5522	0.8739
chr21	MX2	+	42782148	Bcell+Testis	1.5312	2.0311
chr21	PRMT2	+	48061105	Bcell	0.2622	0.4672
chr21	PTTG1IP	-	46269789	Bcell	1.3514	1.9384
chr21	RUNX1	-	36193581	hES+Bcell	1.7630	2.1834
chr21	RUNX1	-	36259505	hES+Bcell	1.6464	2.1346
chr21	SAMSN1	-	15887629	hES	1.3297	1.5530
chr21	SCAF4	-	33053691	Muscle+Bcell	1.3911	2.1833
chr21	SCAF4	-	33071845	Bcell+Breast	1.5935	1.6806
chr21	SLC37A1	+	43923060	Testis+Ovary+Brain	0.8739	0.9621
chr21	SLC37A1	+	43991583	Bcell	1.5626	1.5907
chr21	TRAPPC10	+	45479578	Testis+Muscle	1.0692	1.2409
chr21	TRAPPC10	+	45503360	Bcell	0.8279	1.4864
chr21	USP16	+	30415505	Bcell	0.8618	1.3650
chr21	USP25	+	17250975	Testis	0.5998	0.8291
chr22	ADRBK2	+	26038436	Bcell+Muscle+Ovary	1.1849	1.5804
chr22	ARFGAP3	-	43250932	Bcell	0.9911	1.2092
chr22	CABIN1	+	24499315	Testis+hES	1.3519	1.7025
chr22	CERK	-	47128406	Bcell	1.4282	1.4738
chr22	DEPDC5	+	32286345	hES	1.4760	2.1675
chr22	EIF4ENIF1	-	31832948	Testis+Ovary	0.5055	0.8591
chr22	EWSR1	+	29686670	Testis	0.8733	1.2465
chr22	FAM118A	+	45725286	Bcell	1.2571	1.7461
chr22	GNAZ	+	23442186	Testis+Bcell+Muscle	1.1638	1.2795
chr22	GTPBP1	+	39118010	hES+Muscle	1.1897	1.5458
chr22	IFT27	-	37168477	Testis	1.5838	1.5453
chr22	KIAA0930	-	45607212	Brain+Bcell	1.4266	1.4895
chr22	KREMEN1	+	29539184	Bcell+Testis+Muscle	1.5141	1.7068
chr22	LARGE	-	33994355	Bcell	0.4027	1.0618
chr22	MED15	+	20930066	Bcell	1.4440	1.8255
chr22	MTMR3	+	30321562	Ovary	0.3184	0.8267
chr22	MTMR3	+	30413134	Testis	1.0028	1.4827
chr22	NF2	+	30045535	Brain	1.2175	1.5391
chr22	NF2	+	30091042	Testis	1.5134	2.0565
chr22	PACSIN2	-	43266971	Testis	1.2556	1.6954
chr22	PISD	-	32015356	Testis	1.5112	1.5000
chr22	POLR2F	+	38437920	Brain	0.8833	0.9569
chr22	RANGAP1	-	41642312	Testis	0.5190	0.9427
chr22	SFI1	+	31971615	Testis	1.6329	1.7317
chr22	SYN3	-	32909536	Testis+Muscle	1.0659	1.4708
chr22	SYN3	-	32927533	Brain+Muscle	1.0924	1.3175
chr22	SYNGR1	+	39781575	Brain+Bcell	1.6212	1.9920
chr22	TBC1D22A	+	47300006	Bcell	0.4433	0.9062
chr22	TNRC6B	+	40523044	Bcell	0.4310	0.9078
chr22	UBE2L3	+	21969054	Bcell+Testis	1.0613	1.0880
chr22	XPNPEP3	+	41322552	Testis+Ovary	0.5097	1.1298
chr22	ZNRF3	+	29449974	hES+Testis+Ovary	1.6621	2.1383
chr3	ALCAM	+	105293494	Testis+Muscle	0.3525	0.4680
chr3	ANAPC13	-	134197321	Testis+hES	1.1379	1.7840
chr3	ANO10	-	43526406	Bcell+Ovary+Breast	1.5904	1.9896
chr3	APOD	-	195300754	Bcell	1.3918	1.9626
chr3	APPL1	+	57294460	Bcell	1.3203	1.6464
chr3	APPL1	+	57302878	Bcell+Muscle	1.2158	1.3832
chr3	ARF4	-	57572394	Bcell	0.3131	0.4437
chr3	ARIH2	+	48971418	Bcell+hES+Breast	1.1554	2.0565
chr3	ARL8B	+	5167716	Bcell+Breast	0.3796	0.7424
chr3	ARL8B	+	5226110	Bcell	0.9109	0.9803
chr3	ASTE1	-	130732888	Testis	1.5039	1.9956
chr3	ATG7	+	11325909	Bcell	1.3133	1.4749
chr3	ATP11B	+	182636128	Testis	1.2374	1.4647
chr3	ATP13A3	-	194124194	Bcell	1.3120	1.8106
chr3	ATP1B3	+	141644565	Testis+Muscle	0.2872	0.5760
chr3	ATR	-	142268394	Bcell+hES	1.0934	1.6155
chr3	BCL6	-	187440161	Testis+hES	0.2922	0.4116
chr3	CACNA2D2	-	50492976	Testis+Muscle	1.7479	1.8788
chr3	CACNA2D3	+	54913211	Muscle+Testis	1.5949	1.9081
chr3	CADM2	+	85141836	Breast+Brain	1.5117	2.0581
chr3	CADM2	+	86121308	Breast+Muscle+Brain	1.7262	1.9906
chr3	CADM2	+	86123077	Breast+Brain	1.6733	2.1850
chr3	CAPN7	+	15248501	Bcell	0.2636	0.8140
chr3	CCDC174	+	14716042	Bcell	1.5747	2.1656
chr3	CCDC50	+	191104788	Bcell	0.7305	1.0686
chr3	CIDECP	-	10061527	Breast+Bcell+Ovary	1.5576	1.9068
chr3	CLASP2	-	33643943	Muscle+Bcell	1.7961	1.7501
chr3	CMSS1	+	99625389	Bcell	0.3576	0.4885
chr3	CMSS1	+	99653202	Bcell+Testis	0.5526	0.7046
chr3	CNBP	-	128902681	Bcell	0.1733	0.3269
chr3	CNTN4	+	3098041	Testis	1.2050	1.4521
chr3	CRBN	-	3213875	hES+Muscle	1.7419	2.1709
chr3	DCP1A	-	53316139	Bcell+Breast	0.3701	0.8769
chr3	DCUN1D1	-	182662825	Testis+Ovary	0.8596	1.0904
chr3	DENND6A	-	57616083	Testis	1.5628	1.6538
chr3	DLG1	-	197009456	Bcell	0.8773	1.1408
chr3	DNAH1	+	52409065	Bcell	1.5915	1.7502
chr3	DNAH12	-	57481581	Muscle+hES+Bcell	1.3481	1.3739
chr3	DNAH12	-	57508152	Ovary+Testis+Brain	1.5088	1.7367
chr3	DNAH12	-	57509199	Testis	1.3774	1.7961
chr3	DOCK3	+	51118892	hES+Testis	1.6948	2.0140
chr3	EAF1	+	15480941	Testis+Ovary+Muscle	0.6141	0.6579
chr3	ECE2	+	184010818	Brain	1.5098	2.0161
chr3	EIF4G1	+	184052834	Testis	1.2589	1.4743
chr3	EIF5A2	-	170611135	Testis+Muscle	1.3518	1.8248
chr3	EOGT	-	69026687	Testis	0.8762	1.2156
chr3	EPHA3	+	89357783	hES+Muscle	1.0244	1.5585
chr3	FAM208A	-	56716089	Muscle	0.8126	1.9066
chr3	FILIP1L	-	99566578	Brain+Bcell	1.6268	2.0288
chr3	FILIP1L	-	99581214	Testis+Bcell	1.4273	1.5032
chr3	FOXP1	-	71146445	hES+Bcell	1.7540	1.7835
chr3	FOXP1	-	71247040	Testis	0.4301	0.7902
chr3	FOXP1	-	71340442	hES	1.7696	1.8382
chr3	FOXP1	-	71632632	Testis	1.5873	2.1481
chr3	FXR1	+	180632908	Bcell	1.3894	1.6667
chr3	FXR1	+	180691770	Bcell	1.4216	2.0019
chr3	FXR1	+	180694010	Ovary+Testis	1.5541	1.8348
chr3	GBE1	-	81703937	Testis+Muscle	1.2091	1.4789
chr3	GLB1	-	33125274	Bcell	1.2824	1.7195
chr3	GSK3B	-	119545529	Testis	1.5130	2.0043
chr3	GSK3B	-	119715478	Bcell	1.0572	1.1515
chr3	HDAC11	+	13546826	Testis	1.4790	1.7014
chr3	HLTF	-	148786351	Brain	1.4819	1.5832
chr3	IFRD2	-	50325545	Testis	0.6939	1.0803
chr3	IFT57	-	107881312	Testis	1.7949	2.1951
chr3	IGF2BP2	-	185360921	Testis	1.4532	1.6441
chr3	IGSF11	-	118621000	Testis+Bcell	1.4360	1.9202
chr3	IL1RAP	+	190374983	Brain+Testis+Muscle	1.4156	1.7431
chr3	IQCG	-	197640590	Testis+Breast	0.9380	1.0870
chr3	IRAK2	+	10285220	Testis	1.5230	2.1204
chr3	KLHL24	+	183369121	Bcell	0.6656	1.2727
chr3	KPNA4	-	160219772	Testis+Bcell	1.5684	1.9553
chr3	LEPREL1	-	189675673	Testis	1.4363	1.5619
chr3	LINC01215	+	107858723	hES+Testis+Brain	1.7357	2.0359
chr3	LPP	+	188464400	Testis	0.6633	0.7346
chr3	LPP	+	188592348	Testis	0.3002	0.4035
chr3	LRRFIP2	-	37162086	Muscle	1.3906	1.5636
chr3	LRRFIP2	-	37184008	Bcell+hES+Breast	1.7918	1.8459
chr3	LSM3	+	14225321	hES+Bcell+Ovary	1.3156	1.4417
chr3	MAGI1	-	65341842	Testis	1.7266	1.7972
chr3	MAP3K13	+	185009597	Testis+hES	1.5512	1.9851
chr3	MAP3K13	+	185206880	Brain	1.3995	1.8045
chr3	MAP4	-	48014574	Brain+Bcell	0.8180	0.9594
chr3	MBNL1	+	152020030	Bcell+hES	0.8115	0.9314
chr3	MBNL1	+	152020132	hES+Bcell	1.4420	1.6096
chr3	MBNL1	+	152020587	Bcell	1.5002	2.0078
chr3	MCF2L2	-	182893908	Brain+Breast+hES	1.4635	1.9518
chr3	MCF2L2	-	182989808	hES	1.7229	2.1968
chr3	MKRN2	+	12623952	Testis	0.9394	1.3612
chr3	MLF1	+	158323000	Testis+Ovary	1.0710	1.5246
chr3	MRAS	+	138071320	hES	1.5021	1.7610
chr3	NAA50	-	113448765	Bcell	1.2977	1.4507
chr3	NCEH1	-	172351069	Testis+Ovary	0.7945	1.0335
chr3	NDUFB5	+	179341917	Testis	1.0607	1.9892
chr3	NEK10	-	27296606	Testis+Bcell	1.1918	1.7709
chr3	NEK11	+	130781319	Testis	1.7086	2.1218
chr3	NFKBIZ	+	101563447	Brain+Muscle	1.0330	1.1557
chr3	NFKBIZ	+	101569101	Testis	1.2730	1.8106
chr3	NMNAT3	-	139353207	Bcell+hES+Testis	1.6571	1.8724
chr3	NR1D2	+	23988493	Testis	0.2420	0.4211
chr3	NR1D2	+	24013323	Bcell	0.6482	1.0234
chr3	NSUN3	+	93845418	Bcell+Testis	1.5227	1.9134
chr3	NUP210	-	13455404	Muscle+Brain	1.1691	1.4828
chr3	OPA1	+	193381187	Bcell+Muscle	1.5102	1.6355
chr3	OPA1	+	193395796	Bcell	1.3953	1.7031
chr3	OSBPL10	-	31703491	Testis+Ovary+Muscle	0.7671	0.8696
chr3	PAK2	+	196477480	Bcell	1.7280	2.0788
chr3	PAK2	+	196537853	Bcell	1.5726	1.7114
chr3	PARP9	-	122250631	hES+Bcell	1.3918	2.1613
chr3	PBRM1	-	52582034	Testis+Ovary	0.2885	0.6247
chr3	PBRM1	-	52643265	Bcell+hES+Testis	1.0455	1.2675
chr3	PCNP	+	101295315	hES	1.2181	1.2777
chr3	PDCD10	-	167405032	Ovary+Testis+Muscle	1.7644	2.0284
chr3	PDZRN3	-	73464016	Bcell+Breast+Brain	1.6973	1.8100
chr3	PLCH1	-	155198675	Testis+Ovary	1.3330	1.4156
chr3	PLSCR1	-	146245738	hES+Testis	1.6055	1.8589
chr3	PPM1L	+	160665729	Brain	1.6255	1.8058
chr3	PPP1R2	-	195254683	Bcell	0.8686	1.5039
chr3	PPP1R2	-	195254762	Bcell	1.3515	1.4556
chr3	PRKAR2A	-	48784342	hES	1.2031	1.8989
chr3	PRKAR2A	-	48786604	Bcell	1.4370	2.0651
chr3	PRKAR2A	-	48788687	Testis	0.7743	1.1576
chr3	PXK	+	58410878	Testis	1.5305	1.8428
chr3	PXYLP1	+	140955220	Testis+Muscle	1.3562	1.6661
chr3	RAB5A	+	19994837	Bcell+hES	1.6883	1.9389
chr3	RAB7A	+	128472329	Bcell	0.2592	0.5758
chr3	RBMS3	+	29350248	Breast+Brain	1.6286	2.1788
chr3	RFTN1	-	16502898	Bcell	0.5772	0.7294
chr3	RFTN1	-	16546969	Bcell	1.3978	1.7209
chr3	RNF168	-	196198628	Testis	0.7082	1.0299
chr3	RNF168	-	196223086	Bcell+Testis	1.7129	1.6458
chr3	RNF7	+	141465225	Bcell	1.0036	1.9034
chr3	RPL22L1	-	170583206	Breast+hES+Muscle	1.0265	1.0978
chr3	RYBP	-	72426394	Bcell	1.3919	1.9872
chr3	RYK	-	133893202	Brain+Bcell+Muscle	1.6650	1.8578
chr3	SACM1L	+	45785500	Ovary+Testis	0.6160	0.7955
chr3	SEC22C	-	42594392	Testis	1.5628	2.0922
chr3	SELT	+	150336182	Bcell	0.3625	0.6899
chr3	SENP5	+	196634622	Bcell+Breast	1.4301	2.0798
chr3	SENP5	+	196634819	Bcell+Breast	1.5463	1.8607
chr3	SENP5	+	196639576	Bcell+hES	1.3905	1.8840
chr3	SENP5	+	196658096	Testis	0.9600	1.0811
chr3	SETD5	+	9506442	Bcell	1.1054	1.5120
chr3	SH3BP5	-	15297493	Testis+hES	0.9837	1.2655
chr3	SKIL	+	170112408	Bcell	1.5968	1.9158
chr3	SLC33A1	-	155565588	Bcell	0.5922	0.8055
chr3	SLC35A5	+	112301688	Testis	1.5518	1.6003
chr3	SLC41A3	-	125806616	Bcell+hES	0.9438	1.0631
chr3	SLC4A7	-	27498760	Bcell+Muscle	1.7126	2.1075
chr3	SLC6A6	+	14489617	Bcell	1.5883	1.9909
chr3	SLMAP	+	57828854	hES	0.6254	0.7359
chr3	SMARCC1	-	47633835	Bcell	0.7575	1.0824
chr3	SNRK	+	43390320	Testis	0.9692	1.1220
chr3	SNX4	-	125167900	Bcell	0.6147	1.0310
chr3	STAG1	-	136236893	Bcell+hES	1.4285	1.7768
chr3	STT3B	+	31622919	Bcell	0.4454	0.6391
chr3	TBC1D23	+	100003199	Bcell+hES	1.3401	1.5135
chr3	TBC1D23	+	100042682	Testis+Bcell	1.3766	1.6273
chr3	TBC1D23	+	100043417	Brain	0.2110	0.9031
chr3	TBL1XR1	-	176912924	Bcell	0.4839	0.8401
chr3	TBL1XR1	-	176913355	Bcell	0.1562	0.3385
chr3	TCAIM	+	44416690	hES	1.6992	2.1269
chr3	TM4SF1	-	149086969	hES	1.3638	2.1148
chr3	TMCC1	-	129566156	Bcell	1.7888	2.1286
chr3	TMF1	-	69072240	Testis+hES	1.1624	1.9557
chr3	TMF1	-	69096044	Bcell+Breast	1.2722	2.1746
chr3	TNIK	-	171047847	Breast	1.7014	1.8558
chr3	TNIK	-	171064721	Muscle+hES+Bcell	1.7454	2.0703
chr3	TOPBP1	-	133353428	Bcell	0.9093	1.5706
chr3	TOPBP1	-	133362307	Bcell	1.3965	1.8330
chr3	TRAK1	+	42245674	Muscle	0.7264	1.0125
chr3	TSC22D2	+	150141239	Bcell+hES	1.3275	1.5181
chr3	TSC22D2	+	150176445	Testis	0.6309	0.7917
chr3	UBE2E2	+	23269589	Bcell+Muscle	0.8459	1.0469
chr3	VPRBP	-	51433306	Testis+Bcell	1.6138	2.0288
chr3	VPRBP	-	51463598	Bcell	1.4396	1.7874
chr3	VPS8	+	184536543	Bcell+Muscle+Breast	1.5627	1.7950
chr3	XPC	-	14196923	Bcell	1.7211	1.8171
chr3	YEATS2	+	183511272	Bcell+Muscle	1.7591	1.9419
chr3	ZBTB20	-	114862529	Bcell+hES	1.0906	1.5023
chr3	ZBTB38	+	141166655	Testis	0.6937	0.8646
chr3	ZFYVE20	-	15113192	Bcell	1.3281	1.5445
chr4	ACSL1	-	185678176	Testis	0.2315	0.3777
chr4	ADD1	+	2867334	Bcell	0.3851	0.4679
chr4	AFAP1	-	7765284	Testis	1.2261	1.3079
chr4	AFF1	+	87870731	hES	1.3172	1.5957
chr4	AFF1	+	87895165	Muscle+Brain+Testis	1.3493	1.4125
chr4	AFF1	+	88037283	Testis+Brain	1.2610	1.2821
chr4	AIMP1	+	107253427	Bcell	0.6303	0.6957
chr4	ANAPC10	-	145974838	Testis	1.5913	1.7432
chr4	ANK2	+	113788287	hES	1.0210	1.1305
chr4	ANKRD17	-	73977328	Bcell+hES	1.5876	1.8371
chr4	ANKRD50	-	125628820	Bcell+Testis	1.3169	1.6350
chr4	AP1AR	+	113187987	Testis	0.8303	1.1230
chr4	APBB2	-	40963670	hES	1.1516	1.4752
chr4	ARFIP1	+	153731533	Bcell	1.6560	1.6825
chr4	BANK1	+	102988371	hES+Muscle	1.0309	1.3946
chr4	C4orf22	+	81884892	Testis+Ovary	1.7464	1.8629
chr4	CCSER1	+	91698218	Breast	0.7694	0.8550
chr4	CCSER1	+	92271572	Muscle+Testis	1.5494	1.6004
chr4	CCSER1	+	92526441	Brain+Testis	1.5084	1.6314
chr4	CENPC	-	68334484	Ovary	1.7716	2.0633
chr4	CENPC	-	68384192	Bcell	1.3057	1.8971
chr4	CEP135	+	56897796	Testis	1.3882	1.8701
chr4	CEP44	+	175253431	Testis+Muscle+Brain	1.4413	1.6252
chr4	CEP44	+	175254531	Muscle+Testis+Brain	1.5703	1.8050
chr4	CFAP97	-	186083940	Testis+Bcell	1.4631	1.6409
chr4	CHIC2	-	54914013	Bcell+hES	1.3613	1.5511
chr4	CHIC2	-	54914997	hES+Bcell+Muscle	1.7006	2.0300
chr4	CHIC2	-	54926172	Bcell	1.3220	1.6062
chr4	COL25A1	-	109745040	Testis+Bcell+Muscle	1.6265	1.8538
chr4	COMMD8	-	47453385	Bcell+Testis+Ovary	1.4970	1.7979
chr4	CPEB2	+	15068244	Testis+Bcell+Muscle	1.5194	1.7183
chr4	EIF4E	-	99802035	Testis+Bcell	0.3192	0.4999
chr4	EIF4E	-	99850464	Testis+Bcell	0.7528	0.7984
chr4	ELF2	-	140056291	Bcell+hES	1.7891	1.7664
chr4	EXOC1	+	56746741	Testis	0.5120	0.8376
chr4	FAM13A	-	89902359	hES+Bcell	1.6664	1.9940
chr4	FBXL5	-	15625166	Bcell	0.4036	0.5520
chr4	FBXO8	-	175179783	Bcell	0.5431	0.9246
chr4	FGF2	+	123813656	Testis+Bcell+hES	1.6833	1.9961
chr4	FSTL5	-	162305046	Brain+Ovary+Testis	1.7814	1.8798
chr4	G3BP2	-	76569561	Bcell	1.6305	1.9997
chr4	G3BP2	-	76581639	Bcell	0.4089	0.7332
chr4	GABRA4	-	46920919	Brain+Breast+Bcell	1.2013	1.2863
chr4	GABRA4	-	46930141	Testis	0.4021	0.5779
chr4	GALNT7	+	174230300	Bcell	1.2450	1.5868
chr4	GRID2	+	93522945	hES	1.7676	1.6817
chr4	GRID2	+	94180203	Testis	1.3607	1.6073
chr4	GRID2	+	94550723	Testis+Ovary	1.3222	1.5687
chr4	GRPEL1	-	7060630	Ovary	1.7529	2.0711
chr4	GSTCD	+	106766906	Testis+Ovary	0.8960	1.4010
chr4	HAUS3	-	2235630	hES+Ovary+Muscle	1.4348	1.7369
chr4	HNRNPDL	-	83343723	Brain	1.7809	1.9306
chr4	HTT	+	3119279	hES+Muscle	0.1979	0.3304
chr4	IDUA	+	1002121	Brain+Testis	1.7556	2.1809
chr4	IGJ	-	71521710	Testis+hES	1.4564	2.1333
chr4	ING2	+	184433417	hES+Brain	1.3965	1.6107
chr4	IRF2	-	185337877	hES+Muscle+Bcell	0.8728	1.2348
chr4	KIAA0232	+	6860284	Testis	1.2129	1.5872
chr4	KIAA1211	+	57177764	Muscle+Testis+Bcell	1.7010	1.9480
chr4	KLF3	+	38692366	Bcell+Muscle	1.6086	1.6805
chr4	KLHL5	+	39071354	Bcell+Testis	1.4504	1.9283
chr4	LARP7	+	113567964	hES	0.1110	0.2596
chr4	LRBA	-	151186738	Testis+Bcell	0.9552	1.1922
chr4	LRBA	-	151227673	Bcell	0.9584	1.6249
chr4	MAML3	-	140655880	Testis+Muscle	1.2391	1.4520
chr4	MANBA	-	103587902	Bcell	1.0678	1.4241
chr4	MAPK10	-	86938216	Testis	1.4467	1.9011
chr4	MED28	+	17629789	Muscle+Testis	1.5818	2.0310
chr4	METAP1	+	99943385	Testis+Ovary	0.7524	1.1661
chr4	METAP1	+	99982675	Testis+Ovary	0.4302	0.5558
chr4	METTL14	+	119631524	Testis	0.5849	1.3301
chr4	MFSD8	-	128884127	Bcell+Testis	1.3014	1.4064
chr4	NDNF	-	121957520	Testis+Bcell	1.5922	1.8845
chr4	NEK1	-	170473375	hES	1.2625	1.3954
chr4	NEK1	-	170490226	Bcell	0.1694	0.3956
chr4	NR3C2	-	149002015	Brain+hES+Testis	1.7252	2.1368
chr4	NSG1	+	4420417	Muscle	1.2591	1.9730
chr4	NUDT6	-	123816526	hES+Ovary	0.8972	1.1032
chr4	NUP54	-	77045129	Bcell	1.5344	1.6950
chr4	NUP54	-	77045253	Bcell+Breast	1.4183	1.6664
chr4	NUP54	-	77045720	Bcell	1.3289	1.7142
chr4	OCIAD1	+	48850526	Bcell	0.5334	0.7921
chr4	OTUD4	-	146058284	Testis+Bcell+Muscle	1.3049	1.5999
chr4	OTUD4	-	146058494	Testis+Ovary+Breast	0.7511	0.9640
chr4	PDGFC	-	157683679	Testis+hES+Bcell	1.1406	1.3612
chr4	PDLIM3	-	186429873	Bcell+Brain	1.7096	2.0312
chr4	PDLIM5	+	95378332	Brain+Testis+Bcell	0.8819	1.9956
chr4	PDLIM5	+	95471122	Bcell+hES+Testis	1.6791	2.0208
chr4	PDLIM5	+	95509269	Muscle	0.8180	1.0512
chr4	PGRMC2	-	129192465	Testis	0.4349	0.6181
chr4	PI4K2B	+	25285769	Bcell	0.6081	0.8829
chr4	PLAC8	-	84011964	hES	1.7890	2.0504
chr4	PPA2	-	106393985	Testis	0.8980	1.0781
chr4	PPID	-	159630817	Testis	0.6532	1.0408
chr4	PPM1K	-	89182186	Bcell+Testis	1.4382	1.7444
chr4	PPM1K	-	89185894	Bcell+Testis	1.4743	1.6112
chr4	QDPR	-	17489995	hES+Bcell	1.6078	1.9029
chr4	RAB28	-	13453918	Bcell+Breast+Brain	1.6283	1.6558
chr4	RAB33B	+	140395815	hES	0.9322	1.3688
chr4	RAP1GDS1	+	99299200	Bcell+hES+Muscle	1.2058	1.3765
chr4	RASGEF1B	-	82389756	Ovary+Bcell	1.7090	2.1315
chr4	RNF4	+	2502637	Bcell	1.1366	1.4816
chr4	SCD5	-	83552301	Testis	1.2177	1.6909
chr4	SCOC	+	141302334	Testis	0.2447	0.3759
chr4	SEC24D	-	119644392	Testis	0.8088	0.8991
chr4	SEC31A	-	83748409	Bcell+hES	1.4462	1.3866
chr4	SETD7	-	140453734	hES+Bcell	1.5782	1.9313
chr4	SETD7	-	140454058	Bcell	0.5862	0.8415
chr4	SETD7	-	140476120	Bcell	0.8998	1.2451
chr4	SLBP	-	1697546	Bcell+Muscle	0.9269	1.4054
chr4	SLBP	-	1701300	Testis	1.4003	1.9221
chr4	SLC39A8	-	103225062	Bcell	1.6384	1.9405
chr4	SMAD1	+	146479332	Testis+Bcell	0.7180	0.9389
chr4	SMARCAD1	+	95189379	Bcell	1.2983	1.2495
chr4	SNX25	+	186283486	Bcell+hES	1.3635	1.9566
chr4	SPATA5	+	124235244	Testis	0.7824	1.6979
chr4	TBC1D1	+	37908638	Bcell	1.1546	1.9886
chr4	TBC1D9	-	141543241	Bcell+Muscle	1.5802	2.0201
chr4	TET2	+	106123695	Bcell	1.6379	1.8588
chr4	TET2	+	106139626	Bcell	1.4172	1.7798
chr4	THAP6	+	76452504	Testis	1.5331	1.8067
chr4	TMEM144	+	159174885	Testis	1.0193	1.1073
chr4	TMEM165	+	56267687	Bcell	0.5628	0.9357
chr4	TRAPPC11	+	184634011	Testis	1.6302	1.8082
chr4	TRIM61	-	165889442	hES+Testis+Ovary	1.6854	2.1565
chr4	UBE2K	+	39703752	Bcell	0.2975	0.5463
chr4	USP38	+	144136150	Bcell	0.3891	1.1384
chr4	USP38	+	144141731	Testis+Bcell	1.6721	1.7543
chr4	USP53	+	120141439	hES+Testis	1.7697	2.0698
chr4	UVSSA	+	1380200	Testis	1.6806	1.8760
chr4	WDFY3	-	85592614	Bcell	1.2422	1.3570
chr4	WHSC1	+	1950540	Brain	1.2460	2.0051
chr4	ZFP42	+	188926045	Testis+Muscle+Ovary	1.7073	2.1538
chr4	ZNF827	-	146769763	Muscle	0.2165	0.5949
chr5	ADCY2	+	7830717	Bcell+Brain+Breast	1.7720	1.7866
chr5	AFF4	-	132216633	Testis	0.2944	0.3789
chr5	AK6	-	68647778	Testis	1.3178	1.7612
chr5	AP3B1	-	77379127	hES+Testis	1.1599	1.5554
chr5	AP3B1	-	77532800	Bcell	0.7253	1.9589
chr5	ATG12	-	115170716	Bcell	1.0666	1.9775
chr5	B4GALT7	+	177041174	Bcell	1.4759	1.8246
chr5	C5orf22	+	31540886	Bcell+Breast+Testis	0.5257	0.7774
chr5	C5orf24	+	134191553	hES+Testis	1.5750	1.8819
chr5	C5orf42	-	37107522	Testis	1.4283	1.7125
chr5	C5orf42	-	37205299	Bcell	1.0202	1.3457
chr5	C5orf56	+	131804555	Bcell	0.7688	1.7457
chr5	CAMK2A	-	149639108	Bcell+Testis+Ovary	1.6689	1.6873
chr5	CANX	+	179139251	Bcell+hES	1.2063	1.2937
chr5	CAST	+	96086511	Bcell+Testis	1.6248	1.7180
chr5	CAST	+	96103699	Testis+Ovary	1.1285	1.2587
chr5	CATSPER3	+	134347391	Testis+Muscle	1.2543	1.6131
chr5	CEP120	-	122717277	Bcell+Muscle	1.1483	2.0118
chr5	CETN3	-	89689158	Brain+Bcell+Breast	1.7918	2.1883
chr5	CLINT1	-	157214535	Bcell+Testis	1.4120	2.1950
chr5	CNOT6	+	179998217	hES+Bcell+Muscle	1.1996	1.7751
chr5	CNOT8	+	154255326	Testis+Bcell+Muscle	1.7703	2.1490
chr5	COL4A3BP	-	74664321	Testis	1.4941	1.8841
chr5	COL4A3BP	-	74675085	Testis+Bcell	0.4568	0.8133
chr5	COMMD10	+	115526635	Bcell	1.0299	1.1692
chr5	CREBRF	+	172518533	Bcell	1.2349	1.6538
chr5	CSNK1A1	-	148878405	Bcell	1.3985	1.7582
chr5	CSNK1A1	-	148926396	Bcell	0.7863	1.2343
chr5	CSNK1A1	-	148928896	Bcell	0.4382	0.6918
chr5	CTNND2	-	10973025	Testis+hES	1.6754	2.1457
chr5	CTNND2	-	11121125	Bcell+Breast+Muscle	1.1284	1.3080
chr5	CWC27	+	64104390	Bcell	0.8002	1.2784
